iter	MultiClass
317	0.1034831078
318	0.1030349347
319	0.1027867144
320	0.102484883
321	0.1020230126
322	0.1016212798
323	0.1010759557
324	0.1006716206
325	0.1001061576
326	0.09969965083
327	0.09921059846
328	0.09879505967
329	0.09843926161
330	0.09808053782
331	0.0978524733
332	0.09743485641
333	0.09706423277
334	0.09669834532
335	0.09629861815
336	0.09596264482
337	0.09571615917
338	0.09536046213
339	0.09492249014
340	0.0944498518
341	0.09399515912
342	0.09359833638
343	0.09315080613
344	0.09276971091
345	0.09238704355
346	0.09202305472
347	0.09165243187
348	0.09126804888
349	0.09099977269
350	0.09065704587
351	0.09018278345
352	0.08978273203
353	0.08943191001
354	0.08917963839
355	0.08879037879
356	0.08842737799
357	0.0880455813
358	0.087805245
359	0.08750483093
360	0.08721012156
361	0.08679617878
362	0.08655126084
363	0.08638277456
364	0.08607853773
365	0.08582981222
366	0.0854227871
367	0.0850660435
368	0.08481556701
369	0.08449540423
370	0.08423985703
371	0.08391632822
372	0.08367168577
373	0.08337245314
374	0.08323860005
375	0.08303902697
376	0.08277465588
377	0.08249181072
378	0.0822003538
379	0.08198839152
380	0.08173001564
381	0.08141095888
382	0.08115447678
383	0.08088794832
384	0.0805898651
385	0.08034450704
386	0.08011541176
387	0.07977326843
388	0.07965787762
389	0.07934327002
390	0.07899546183
391	0.07865499944
392	0.07828505782
393	0.07798479666
394	0.07760437081
395	0.07729228324
396	0.07704071117
397	0.07670497559
398	0.07663542413
399	0.07627558771
400	0.07600305291
401	0.07579206423
402	0.07549833659
403	0.07530984389
404	0.07505497496
405	0.07482276496
406	0.07451701627
407	0.0743302074
408	0.07408047814
409	0.07381240849
410	0.07352983489
411	0.07333868254
412	0.07308311035
413	0.07280566454
414	0.07262230612
415	0.07231694833
416	0.07209729746
417	0.07195165164
418	0.07173671576
419	0.07144166429
420	0.07127010616
421	0.07109155777
422	0.07083368116
423	0.07077816277
424	0.07067808461
425	0.07042493597
426	0.07019621612
427	0.06994225641
428	0.06979566081
429	0.06957443387
430	0.06931764209
431	0.06909981674
432	0.06896799419
433	0.06879288207
434	0.06854469052
435	0.06837043968
436	0.06819879965
437	0.06801973952
438	0.06779696421
439	0.06752242511
440	0.06736158584
441	0.06713810452
442	0.06692713603
443	0.06679684908
444	0.0665416758
445	0.06636361287
446	0.06632119352
447	0.06611081843
448	0.06592024614
449	0.06575256627
450	0.06553299494
451	0.06529557859
452	0.06504447992
453	0.06488827719
454	0.06473985541
455	0.06457058973
456	0.06445529231
457	0.06425597348
458	0.06410222871
459	0.06391281896
460	0.06373438944
461	0.06355028199
462	0.06344552219
463	0.06323020284
464	0.06302843799
465	0.06285536305
466	0.06263548974
467	0.06249465647
468	0.06232806788
469	0.06213555597
470	0.06190507
471	0.06170404058
472	0.06157630008
473	0.06141557742
474	0.06130479693
475	0.06126274913
476	0.06112320424
477	0.06097226495
478	0.06082060689
479	0.06066132149
480	0.06053037561
481	0.06037505298
482	0.06016438266
483	0.06009027242
484	0.05985285902
485	0.0597431767
486	0.05961988757
487	0.05948277433
488	0.05931039627
489	0.05915431261
490	0.05902683024
491	0.0588312668
492	0.05866083627
493	0.05855437554
494	0.05842672682
495	0.05837824339
496	0.05823930469
497	0.05811680196
498	0.05795238378
499	0.05777164346
500	0.05759989352
501	0.05742048777
502	0.05722507637
503	0.05705101742
504	0.05690027748
505	0.05675657921
506	0.05669240342
507	0.05651646997
508	0.05637051258
509	0.05624589167
510	0.05612359408
511	0.05597497372
512	0.05581509905
513	0.05567566316
514	0.05548634242
515	0.05535080701
516	0.05519063143
517	0.05506353855
518	0.05495686741
519	0.05481692484
520	0.05473426205
521	0.0545941244
522	0.05444648579
523	0.05432174856
524	0.05419036868
525	0.05412138306
526	0.05402311344
527	0.05389817399
528	0.05383735684
529	0.05370689885
530	0.05361450661
531	0.05345581049
532	0.05331570465
533	0.05320924719
534	0.05310059669
535	0.0529442435
536	0.05291106478
537	0.0527775589
538	0.05269160192
539	0.05265887454
540	0.05257072126
541	0.05246375763
542	0.05232218743
543	0.05220096014
544	0.05207394932
545	0.05192423278
546	0.0518250089
547	0.05171507515
548	0.051560107
549	0.05148546692
550	0.05133606928
551	0.05119008774
552	0.05105136414
553	0.05093385676
554	0.05085733938
555	0.0507483578
556	0.05064191119
557	0.05054411366
558	0.05047344191
559	0.05042130786
560	0.05031501782
561	0.05021135846
562	0.05012500593
563	0.05005466528
564	0.04994721958
565	0.04987532533
566	0.04984925168
567	0.04974943639
568	0.04957033514
569	0.0494358014
570	0.0492824381
571	0.04918487773
572	0.04906419468
573	0.04899191917
574	0.04891992224
575	0.04883773784
576	0.04874070596
577	0.04865162164
578	0.04856048625
579	0.04846266335
580	0.0483482947
581	0.04825025674
582	0.04814605934
583	0.04799993337
584	0.04790827635
585	0.04779030595
586	0.04772571198
587	0.04768115126
588	0.04758851347
589	0.04750446419
590	0.04741053873
591	0.04731046691
592	0.04720776175
593	0.04707194661
594	0.04704724435
595	0.04698174934
596	0.04687356492
597	0.04679362022
598	0.04670339089
599	0.04665460699
600	0.04652042833
601	0.0464302853
602	0.04636359677
603	0.04621597546
604	0.04612088608
605	0.04602216293
606	0.04592454818
607	0.04581487425
608	0.04573492936
609	0.04558635664
610	0.04551845421
611	0.04544702342
612	0.04536258666
613	0.04531502315
614	0.0452111942
615	0.04509728529
616	0.04495361703
617	0.04484281906
618	0.0447662785
619	0.04466349258
620	0.04459808989
621	0.04452512312
622	0.04440935887
623	0.04434327079
624	0.04417478229
625	0.0440984094
626	0.04402331238
627	0.04392844324
628	0.04384100102
629	0.04378990696
630	0.04366724636
631	0.04359680657
632	0.04352591326
633	0.04345594685
634	0.04341764201
635	0.04333404621
636	0.04323766817
637	0.04317090925
638	0.04309935568
639	0.0429751936
640	0.04287453899
641	0.04277656512
642	0.04269643556
643	0.04255682913
644	0.04246604873
645	0.04236850761
646	0.04229684075
647	0.04219895545
648	0.0420018515
649	0.04184383306
650	0.04169924027
651	0.04164744005
652	0.0415453677
653	0.04144079411
654	0.04136690958
655	0.04131199169
656	0.04123708047
657	0.04116520033
658	0.04109285194
659	0.04098459728
660	0.04087512995
661	0.04080314989
662	0.04071553369
663	0.0405779315
664	0.04055556299
665	0.04047656187
666	0.04041700165
667	0.04035045848
668	0.04030220912
669	0.04020811793
670	0.04017936489
671	0.04010098945
672	0.04007211964
673	0.0399611638
674	0.03991396635
675	0.03984587445
676	0.03976951457
677	0.03967593215
678	0.039624128
679	0.03954921071
680	0.03947503177
681	0.03945268785
682	0.03939206605
683	0.03928592213
684	0.03921344355
685	0.03912852079
686	0.03908178672
687	0.03901885163
688	0.03896248714
689	0.03888769165
690	0.03884355736
691	0.03878644778
692	0.03869817533
693	0.0386455188
694	0.0385656095
695	0.03854903935
696	0.03847889675
697	0.03840952057
698	0.03834045081
699	0.03827349761
700	0.03820932479
701	0.03811390764
702	0.03804809648
703	0.0379969125
704	0.03792147744
705	0.03785254126
706	0.03776535513
707	0.03772174045
708	0.03769613523
709	0.03762603413
710	0.03758984261
711	0.03750715771
712	0.03743427062
713	0.03734916951
714	0.03728399699
715	0.03721602902
716	0.03716874222
717	0.03712309194
718	0.03702777894
719	0.03697323607
720	0.03691179111
721	0.03684976091
722	0.03677788929
723	0.03672804812
724	0.03668247706
725	0.03662725304
726	0.03657356844
727	0.03651337982
728	0.03645647186
729	0.0363920305
730	0.03632389394
731	0.03628973094
732	0.03618856711
733	0.03612138518
734	0.03607340617
735	0.03601234458
736	0.03596513119
737	0.0359417301
738	0.03587596466
739	0.03582619618
740	0.03575883305
741	0.03569835976
742	0.03566149612
743	0.03562105472
744	0.0355434972
745	0.0354834578
746	0.03543053555
747	0.0353843583
748	0.0353402572
749	0.03529053244
750	0.03525070863
751	0.03521097757
752	0.03516468612
753	0.0350597422
754	0.03500406701
755	0.03493100317
756	0.0348627549
757	0.03481635207
758	0.03475180441
759	0.03473617184
760	0.0346933682
761	0.03460564835
762	0.0345694424
763	0.03450979479
764	0.03443287464
765	0.03437306773
766	0.03431495232
767	0.03426643787
768	0.03424166036
769	0.03416820687
770	0.03412875738
771	0.03407851042
772	0.03403955993
773	0.03396677855
774	0.03391390031
775	0.03386214238
776	0.03382217255
777	0.03375495218
778	0.03369594824
779	0.03366722558
780	0.03359588509
781	0.03352425469
782	0.03347008144
783	0.03342977685
784	0.03337260194
785	0.03332570966
786	0.03329091685
787	0.03323281363
788	0.03317513015
789	0.03311389074
790	0.03303501105
791	0.03299250122
792	0.03292811975
793	0.03287933477
794	0.03282590363
795	0.03275728428
796	0.03271409131
797	0.03267839943
798	0.03258576591
799	0.03252875696
800	0.032474679
801	0.03242560935
802	0.03237651218
803	0.03232244484
804	0.03228016949
805	0.03222041955
806	0.03216253629
807	0.03212731928
808	0.03208914272
809	0.03206394369
810	0.03204633458
811	0.03197746112
812	0.0319364952
813	0.03187000552
814	0.03183312914
815	0.03178031671
816	0.03175786974
817	0.03173297228
818	0.03167727227
819	0.03162979755
820	0.03157919275
821	0.03152338338
822	0.03144408086
823	0.03137950134
824	0.03133439829
825	0.03129954853
826	0.03124634736
827	0.03120286613
828	0.03116045048
829	0.03110133727
830	0.03107109997
831	0.03100497767
832	0.03094910835
833	0.03092109745
834	0.03088360388
835	0.03084722639
836	0.03081533103
837	0.03076838905
838	0.03070071443
839	0.03065867891
840	0.03060387626
841	0.03055595596
842	0.03051053723
843	0.03045631406
844	0.03038030684
845	0.03034653392
846	0.03030941169
847	0.03027903461
848	0.03022836155
849	0.03017724975
850	0.03012759433
851	0.03006816256
852	0.03005312597
853	0.02998064322
854	0.02994319541
855	0.02989139345
856	0.02982818768
857	0.02978751669
858	0.02974476592
859	0.02970751683
860	0.02966604707
861	0.02961964334
862	0.02958852327
863	0.02954768196
864	0.02950703776
865	0.02946499324
866	0.02941962838
867	0.02935834687
868	0.02932102675
869	0.02930022948
870	0.02927599447
871	0.02924708494
872	0.0291997457
873	0.02915132746
874	0.0291198088
875	0.02908316205
876	0.02905496326
877	0.02901952285
878	0.0289810037
879	0.02893811587
880	0.02889567531
881	0.02883949485
882	0.02878851896
883	0.02876081546
884	0.02871329599
885	0.02866724522
886	0.02862300397
887	0.02858122358
888	0.02851769794
889	0.0284640371
890	0.02844055189
891	0.02839868732
892	0.02836587551
893	0.0283106371
894	0.02825469305
895	0.02821048122
896	0.02816962697
897	0.02813373193
898	0.02805521482
899	0.02801978495
900	0.0279870317
901	0.02793647916
902	0.02789476086
903	0.02784965196
904	0.02780587437
905	0.02776339195
906	0.02773545242
907	0.02771661296
908	0.02770221371
909	0.02766176821
910	0.02762344782
911	0.02760543979
912	0.02757919346
913	0.0275374219
914	0.02752718191
915	0.02750554454
916	0.02745769578
917	0.02740807628
918	0.02737268095
919	0.02732723517
920	0.02729013152
921	0.02724847634
922	0.0272177681
923	0.02718924847
924	0.02715255005
925	0.02711081697
926	0.02708549653
927	0.02704469409
928	0.02700884424
929	0.02696293409
930	0.02692982024
931	0.02688983005
932	0.02685074642
933	0.0268102972
934	0.02678129557
935	0.02677004562
936	0.02674405875
937	0.02671794818
938	0.02668450485
939	0.02664130256
940	0.02661031495
941	0.02657433513
942	0.02654029797
943	0.0265183716
944	0.02648740463
945	0.02645630303
946	0.02643537247
947	0.02640658198
948	0.02636150875
949	0.02632332615
950	0.02629227181
951	0.02625823875
952	0.02621289028
953	0.02617472187
954	0.02615285034
955	0.02613316909
956	0.02610223336
957	0.02605859714
958	0.02603359381
959	0.02599658464
960	0.02596649784
961	0.02593348784
962	0.02591121395
963	0.02587508971
964	0.02585726925
965	0.02583255844
966	0.02579950174
967	0.02577940449
968	0.02574656402
969	0.02572557525
970	0.02570856159
971	0.02569308769
972	0.02564558249
973	0.02561975796
974	0.02558299496
975	0.02557163247
976	0.02555109045
977	0.02551473345
978	0.02548659999
979	0.02545809812
980	0.02542144395
981	0.02540290995
982	0.02536865458
983	0.02533700877
984	0.02531752201
985	0.02530065065
986	0.02526544643
987	0.02524103099
988	0.02520918762
989	0.02517518983
990	0.02514382904
991	0.02512059927
992	0.02508517498
993	0.0250670961
994	0.02501618392
995	0.02499154008
996	0.02498155631
997	0.02495066183
998	0.02489886748
999	0.02488207013
